4, 0, 144,1704
4, 0, 144,1448
8, 1, 160,1448
4, 0, 184,1360
8, 0, 184,1344
8, 0, 192,1264
3, 1, 276,1112
8, 0, 160,968
16, 0, 264,824
12, 0, 180,760
12, 0, 180,728
12, 0, 180,696
19, 0, 64,536
8, 1, 160,472
4, 0, 176,472
16, 0, 64,176
8, 1, 64,256
2, 0, 252,320
1, 0, 208,1280
1, 0, 160,1704
1, 0, 160,952
1, 0, 240,304
1, 0, 208,272
1, 0, 176,240
10, 0, 164,189
2, 0, 36,1940
2, 0, 296,1944
2, 0, 56,1828
2, 0, 304,1828
2, 0, 308,1704
2, 0, 56,1704
2, 0, 300,1748
2, 0, 304,1664
2, 0, 288,1580
2, 0, 84,1580
2, 0, 296,1468
2, 0, 36,1464
2, 0, 60,1360
2, 0, 320,1392
2, 0, 100,1392
3, 1, 56,1192
2, 0, 300,1048
2, 0, 84,1072
2, 0, 80,984
2, 0, 52,948
2, 0, 300,928
2, 1, 100,828
2, 1, 240,796
2, 1, 272,700
2, 0, 284,468
2, 0, 84,460
2, 0, 52,400
2, 0, 308,400
2, 0, 232,648
2, 0, 88,584
8, 1, 192,256
8, 1, 224,288
/
8, 1, 192,1760
4, 0, 208,1760
8, 1, 192,1600
8, 1, 208,1600
8, 1, 192,1296
8, 1, 200,1424
8, 1, 192,856
8, 1, 208,840
1, 0, 208,856
1, 0, 192,840
16, 0, 272,816
11, 1, 80,808
11, 1, 252,536
16, 0, 196,488
1, 0, 96,448
8, 1, 112,448
11, 0, 188,308
1, 0, 208,256
4, 0, 192,272
4, 0, 224,240
1, 0, 176,288
4, 0, 160,304
8, 1, 136,168
8, 1, 152,168
6, 1, 136,136
6, 1, 152,136
1, 0, 120,136
1, 0, 168,136
2, 0, 280,1956
2, 0, 316,1936
8, 1, 112,1680
1, 0, 96,1680
11, 0, 156,1484
11, 1, 156,1328
1, 0, 208,1296
8, 1, 200,1184
21, 0, 128,736
21, 0, 160,736
21, 0, 192,692
21, 0, 224,692
21, 0, 148,644
21, 0, 180,644
21, 0, 192,596
21, 0, 224,596
11, 0, 124,564
21, 0, 156,420
21, 0, 204,420
21, 0, 244,340
21, 0, 208,332
21, 0, 192,340
21, 0, 236,376
21, 0, 284,376
21, 0, 268,376
21, 0, 104,288
21, 0, 136,288
2, 0, 268,220
2, 0, 284,220
2, 0, 300,220
11, 1, 148,1816
2, 1, 248,1556
2, 1, 220,1564
2, 1, 204,1576
2, 1, 20,1520
2, 1, 100,1472
2, 1, 228,1440
2, 1, 292,1480
2, 1, 192,1352
2, 1, 144,1352
2, 1, 108,1356
2, 1, 80,1360
2, 1, 288,1288
